15,26,y
-1.7140421,-1.7471129,0
-6.983431,-1.6241105,0
-3.6182125,-5.6784678,0
-4.8832774,-4.216884,0
-4.5512557,-5.270701,0
-3.275987,-4.273274,0
-2.8833306,-4.045749,0
-5.6893344,-1.7593907,0
2.0186868,-3.105761,0
-0.53991675,-4.0393085,0
-5.831304,-7.0948563,0
-3.28077,-2.891934,0
-5.7988977,-4.498109,0
-4.5517197,-4.888012,0
0.11961521,-1.4293658,0
3.5771616,-3.8325274,0
2.1736515,-3.4251633,0
-0.047772523,-0.38864478,0
2.0881953,-1.3388517,0
0.9766623,-2.1629539,0
3.1321654,-4.0061812,0
2.7011673,-1.106056,0
-0.35239586,-2.6039524,0
5.3919544,2.4908824,1
8.433465,-1.7469581,1
1.671826,-1.3794234,1
3.4349709,-0.10627329,1
1.3732914,-5.536332,1
6.9338403,-6.2581596,1
8.03011,-0.11009448,1
-0.5840551,0.6505349,1
8.584991,2.7243536,1
10.794932,1.6075561,1
4.0231323,0.7911179,1
9.11805,3.9448364,1
8.112881,-1.8685771,1
9.3360195,-2.9740841,1
0.5158236,-3.3922985,1
6.4992347,-3.6087315,1
8.795698,-5.120976,1
7.530989,-1.5492005,1
9.272562,3.6955564,1
9.01258,0.45465383,1
-9.51742,6.349931,1
0.49423277,-2.1445103,1
-8.648429,18.289759,2
-8.706413,2.4406445,2
-8.911936,-0.15477385,2
-11.600127,3.8274121,2
-9.483892,0.38981253,2
0.47044003,11.002883,2
-6.2261367,4.7155194,2
-5.495679,7.446627,2
-9.972952,20.124807,2
-7.933917,17.812576,2
-5.2349014,14.654319,2
-3.002658,11.659832,2
-9.918292,16.503904,2
-8.105112,5.1853485,2
-8.541499,16.934294,2
-13.82255,4.432049,2
-7.9696684,2.7638254,2
1.7231252,8.540833,2
-2.2725487,9.695823,2
-2.873147,5.528441,2
-8.911936,-0.15477385,2
-8.417133,0.091957875,2
-4.9807887,1.829945,2
-8.513941,7.340236,2
-9.622363,7.4915257,2
-14.594857,6.8343782,2
3.991824,6.8471255,2
-1.3339916,5.8191514,2
0.6614021,10.407481,2
-6.8203,5.7608657,2
1.6727856,7.51457,2
-5.0662007,8.186808,2
-2.6696632,8.912062,2
-6.7862244,8.536081,3
-8.004794,8.273865,3
-7.5637994,4.9585567,3
-9.133661,4.11975,3
-12.818341,6.253958,3
-2.5593472,3.0957804,3
-6.7862244,8.536081,3
-5.770369,4.1910586,3
-4.4454293,6.6416726,3
-12.939658,3.0302036,3
-6.727084,11.925531,3
-11.830957,2.3073573,3
-8.130625,7.398243,3
-3.0832095,3.2462275,3
-8.414238,10.682632,3
-8.2037325,3.531187,3
-7.569789,9.650539,3
-11.226583,7.436662,3
-9.399609,3.6903718,3
-7.1673245,7.593873,3
-2.5593472,3.0957804,3
-4.7878995,7.1618633,3
-7.1673245,7.593873,3
-11.691749,13.025705,3
-4.7878995,7.1618633,3
